fecha,periodo,origen,destino,distancia,actividad_origen,actividad_destino,residencia,renta,edad,sexo,viajes,viajes_km,estudio_destino_posible,estudio_origen_posible
20230701,20,11012,11015,10-50,casa,trabajo_estudio,11,10-15,65-100,hombre,3.918,61.355,false,false
20230701,20,11023,11015,10-50,trabajo_estudio,casa,11,<10,25-45,mujer,3.915,98.24,false,false
20230701,20,11032,11016,2-10,trabajo_estudio,frecuente,11,<10,25-45,mujer,5.87,39.82,false,false
20230701,20,14007_AM,14007_AM,2-10,casa,frecuente,14,<10,0-25,mujer,37.303,115.24,false,false
20230701,20,15045,15042,10-50,no_frecuente,frecuente,15,10-15,NA,NA,2.418,42.124,false,false
20230701,20,16198_AM,02069,10-50,frecuente,casa,02,10-15,NA,NA,4.478,49.714,false,false
20230701,20,17902_AM,17118,2-10,no_frecuente,no_frecuente,23,<10,NA,NA,3.639,10.61,false,false
20230701,20,18011,23050,>50,no_frecuente,frecuente,18,<10,0-25,hombre,9.192,585.073,false,false
20230701,20,18017,18173,2-10,no_frecuente,casa,18,<10,25-45,NA,5.472,34.502,false,false
20230701,20,20071,20071,0.5-2,casa,frecuente,20,10-15,NA,NA,29.717,22.13,false,false
20230701,20,21050,41017,>50,no_frecuente,casa,41,10-15,45-65,mujer,4.635,325.829,false,false
20230701,20,22084_AM,22084_AM,10-50,no_frecuente,casa,22,10-15,NA,NA,15.02,259.96,false,false
20230701,20,25023,25120,2-10,no_frecuente,casa,25,10-15,45-65,NA,6.976,57.754,false,false
20230701,20,25040,25217,10-50,trabajo_estudio,no_frecuente,25,10-15,25-45,NA,4.469,136.32,false,false
20230701,20,28015,28079,10-50,frecuente,no_frecuente,28,>15,25-45,mujer,5.051,121.121,false,false
20230701,20,28065,28134,10-50,no_frecuente,no_frecuente,28,10-15,45-65,hombre,2.484,85.098,false,false
20230701,20,28079,28053,10-50,casa,no_frecuente,28,>15,65-100,mujer,5.428,157.526,false,false
20230701,20,28079,28079,0.5-2,no_frecuente,no_frecuente,33,>15,65-100,hombre,2.933,3.693,false,false
20230701,20,28079,28096,10-50,casa,no_frecuente,28,10-15,45-65,hombre,2.706,73.278,false,false
20230701,20,28087,28038,2-10,casa,no_frecuente,28,10-15,NA,NA,5.16,10.351,false,false
20230701,20,28161,28065,2-10,frecuente,frecuente,28,10-15,65-100,NA,1.789,16.905,false,false
20230701,20,30008,30008,2-10,casa,frecuente,30,10-15,45-65,mujer,11.472,42.377,false,false
20230701,20,30008,30027,10-50,no_frecuente,frecuente,30,<10,25-45,NA,3.563,108.818,false,false
20230701,20,30016,30037,2-10,frecuente,frecuente,30,10-15,65-100,hombre,2.142,15.042,false,false
20230701,20,30019,30019,0.5-2,trabajo_estudio,casa,30,<10,65-100,mujer,8.964,6.894,false,false
20230701,20,30026,30026,2-10,no_frecuente,no_frecuente,30,10-15,25-45,mujer,11.553,36.695,false,false
20230701,20,30030,30030,0.5-2,frecuente,frecuente,30,<10,25-45,mujer,30.186,37.366,false,false
20230701,20,30035,30036,2-10,frecuente,no_frecuente,30,<10,0-25,NA,4.887,12.17,false,false
20230701,20,30036,03902,2-10,frecuente,no_frecuente,30,<10,25-45,mujer,4.313,20.38,false,false
20230701,20,31201,31901,2-10,frecuente,trabajo_estudio,31,>15,25-45,hombre,3.575,8.837,false,false
20230701,20,32009,32009,2-10,frecuente,frecuente,24,10-15,45-65,hombre,3.628,7.477,false,false
20230701,20,32050,32085,2-10,no_frecuente,casa,32,10-15,45-65,NA,4.359,23.185,false,false
20230701,20,32054,32054,0.5-2,frecuente,no_frecuente,32,10-15,0-25,NA,15.685,22.252,false,false
20230701,20,33051_AM,33020_AM,10-50,casa,trabajo_estudio,33,10-15,NA,NA,3.07,82.644,false,false
20230701,20,35006,35026,10-50,no_frecuente,frecuente,35,10-15,25-45,mujer,2.988,62.479,false,false
20230701,20,35022,35019,10-50,trabajo_estudio,casa,35,10-15,65-100,hombre,2.973,44.767,false,false
20230701,20,36038,36038,2-10,frecuente,casa,36,10-15,0-25,NA,9.301,23.297,false,true
20230701,20,36061,36902_AM,10-50,frecuente,frecuente,36,10-15,45-65,NA,2.659,61.867,false,false
20230701,20,37073_AM,37067_AM,10-50,no_frecuente,casa,37,10-15,NA,NA,2.079,36.675,false,false
20230701,20,37274,37274,2-10,no_frecuente,casa,37,10-15,25-45,NA,7.999,23.353,false,false
20230701,20,38038,38020,10-50,no_frecuente,casa,38,10-15,25-45,mujer,7.508,149.746,false,false
20230701,20,39001_AM,39001_AM,2-10,no_frecuente,no_frecuente,48,10-15,NA,NA,9.628,32.8,false,false
20230701,20,43014,43136,10-50,no_frecuente,casa,43,10-15,45-65,NA,2.747,31.153,false,false
20230701,20,43014,43904,0.5-2,casa,frecuente,43,10-15,25-45,mujer,6.568,9.349,false,false
20230701,20,45201,45205,2-10,trabajo_estudio,casa,45,<10,25-45,NA,2.559,14.617,false,false
20230701,20,46094,12053,10-50,casa,no_frecuente,46,10-15,45-65,hombre,5.778,266.094,false,false
20230701,20,46102,46250,2-10,no_frecuente,trabajo_estudio,46,10-15,45-65,mujer,3.579,23.746,false,false
20230701,20,46159,46250,10-50,trabajo_estudio,no_frecuente,46,10-15,45-65,NA,3.071,49.839,false,false
20230701,20,46172,46248,2-10,no_frecuente,no_frecuente,46,10-15,25-45,NA,8.095,44.457,false,false
20230701,20,46190,46190,0.5-2,casa,frecuente,46,10-15,65-100,mujer,42.768,45.649,false,false
20230701,20,46220,46250,10-50,no_frecuente,frecuente,46,10-15,65-100,hombre,5.166,118.553,false,false
20230701,20,46250,46235,2-10,frecuente,no_frecuente,46,10-15,25-45,mujer,8.238,52.247,false,false
20230701,20,48027,48046,10-50,frecuente,frecuente,48,>15,NA,NA,5.354,93.413,false,false
20230701,20,48057,48906_AM,2-10,no_frecuente,no_frecuente,48,10-15,45-65,NA,3.148,11.265,false,false
20230701,21,02037,18152_AM,>50,no_frecuente,no_frecuente,07,10-15,45-65,mujer,3.606,575.894,false,false
20230701,21,03014,03090,2-10,casa,no_frecuente,03,<10,25-45,hombre,7.02,50.061,false,false
20230701,21,03121,03902,10-50,no_frecuente,casa,03,<10,45-65,hombre,2.032,83.921,false,false
20230701,21,06055_AM,21025,10-50,no_frecuente,casa,21,<10,NA,NA,4.323,130.696,false,false
20230701,21,06109,06109,2-10,trabajo_estudio,casa,06,<10,NA,NA,2.237,4.586,false,false
20230701,21,07015,07015,0.5-2,no_frecuente,frecuente,07,<10,25-45,hombre,2.324,1.473,false,false
20230701,21,08001,08096,10-50,casa,no_frecuente,08,10-15,25-45,NA,2.046,69.956,false,false
20230701,21,08015,08194,2-10,trabajo_estudio,casa,08,10-15,0-25,mujer,4.104,9.303,false,false
20230701,21,08073,08301,2-10,no_frecuente,frecuente,08,10-15,25-45,NA,1.96,13.978,false,false
20230701,21,08121,08121,2-10,no_frecuente,no_frecuente,08,>15,25-45,hombre,3.125,10.717,false,false
20230701,21,08136,08009,2-10,trabajo_estudio,casa,08,>15,NA,NA,4.434,40.095,false,false
20230701,21,08169,08101,2-10,no_frecuente,no_frecuente,08,10-15,NA,NA,2.478,9.658,false,false
20230701,21,08184,08184,2-10,frecuente,no_frecuente,08,10-15,45-65,NA,4.414,15.944,false,false
20230701,21,08238,08279,2-10,trabajo_estudio,no_frecuente,08,10-15,45-65,hombre,3.922,18.417,false,false
20230701,21,09209_AM,01059,>50,no_frecuente,casa,01,>15,65-100,hombre,3.385,190.133,false,false
20230701,21,11008,11004,2-10,frecuente,frecuente,11,10-15,25-45,mujer,21.783,107.244,false,false
20230701,21,11032,11032,0.5-2,frecuente,no_frecuente,21,10-15,0-25,NA,4.914,9.617,false,false
20230701,21,15029,15019,2-10,no_frecuente,casa,15,10-15,25-45,hombre,7.944,42.759,false,false
20230701,21,17202,17202,0.5-2,no_frecuente,no_frecuente,08,>15,0-25,NA,5.983,5.38,false,false
20230701,21,18099_AM,18099_AM,2-10,no_frecuente,casa,18,10-15,NA,NA,4.539,15.76,false,false
20230701,21,20030,20055,10-50,frecuente,frecuente,20,10-15,NA,NA,1.424,22.14,false,false
20230701,21,20053,20063,2-10,frecuente,frecuente,20,10-15,45-65,hombre,3.392,11.792,false,false
20230701,21,22254_AM,25232_AM,10-50,casa,no_frecuente,22,10-15,NA,NA,5.236,65.835,false,false
20230701,21,22907_AM,22054_AM,10-50,trabajo_estudio,casa,22,10-15,NA,NA,7.5,122.825,false,false
20230701,21,23063_AM,23063_AM,10-50,casa,frecuente,23,<10,NA,NA,4.883,50.679,false,false
20230701,21,24010,24157_AM,2-10,casa,frecuente,24,10-15,NA,NA,7.917,62.15,false,false
20230701,21,26089,26084,2-10,no_frecuente,no_frecuente,31,10-15,NA,NA,12.65,39.566,false,false
20230701,21,27032,27040_AM,2-10,casa,trabajo_estudio,27,10-15,NA,NA,2.933,27.821,false,false
20230701,21,28015,28079,10-50,no_frecuente,no_frecuente,06,10-15,NA,NA,2.421,65.134,false,false
20230701,21,28045,28045,2-10,frecuente,trabajo_estudio,28,>15,25-45,hombre,3.205,10.341,false,false
20230701,21,28045,28079,10-50,no_frecuente,no_frecuente,28,>15,25-45,mujer,4.267,83.73,false,false
20230701,21,28049,28079,2-10,frecuente,no_frecuente,28,10-15,45-65,NA,1.997,15.463,false,false
20230701,21,28058,28079,10-50,casa,no_frecuente,28,10-15,65-100,NA,18.177,374.093,false,false
20230701,21,28079,28007,2-10,frecuente,no_frecuente,28,10-15,65-100,hombre,2.485,19.0,false,false
20230701,21,28079,28079,2-10,frecuente,no_frecuente,15,>15,NA,NA,4.313,17.17,false,false
20230701,21,28127,28010,10-50,no_frecuente,trabajo_estudio,28,10-15,45-65,mujer,3.623,75.905,false,false
20230701,21,28131,28125,10-50,frecuente,no_frecuente,28,10-15,45-65,NA,2.179,25.298,false,false
20230701,21,29054,29054,0.5-2,trabajo_estudio,no_frecuente,29,10-15,45-65,NA,1.962,3.577,false,false
20230701,21,29067,29025,10-50,trabajo_estudio,frecuente,29,10-15,25-45,hombre,3.554,54.156,false,false
20230701,21,31023,31023,2-10,frecuente,no_frecuente,31,10-15,NA,NA,2.583,5.81,false,false
20230701,21,31041_AM,31097,2-10,frecuente,casa,31,10-15,65-100,hombre,34.415,109.426,false,false
20230701,21,31072_AM,31072_AM,0.5-2,frecuente,frecuente,31,10-15,NA,NA,4.516,2.329,false,false
20230701,21,31902,31201,2-10,frecuente,frecuente,31,>15,65-100,hombre,3.579,16.779,false,false
20230701,21,33016,33035,10-50,casa,frecuente,33,10-15,25-45,NA,2.835,36.279,false,false
20230701,21,36049,36055,2-10,casa,frecuente,36,10-15,NA,NA,28.859,168.457,false,false
20230701,21,36054,36039,10-50,casa,no_frecuente,36,10-15,NA,NA,5.619,89.427,false,false
20230701,21,37067_AM,37362,2-10,frecuente,no_frecuente,37,10-15,NA,NA,5.136,25.201,false,false
20230701,21,38019,38035_AM,10-50,casa,no_frecuente,38,<10,25-45,hombre,3.428,77.401,false,false
20230701,21,38023,38038,0.5-2,casa,frecuente,38,10-15,45-65,hombre,24.527,36.856,false,false
20230701,21,38040,38031,10-50,no_frecuente,frecuente,38,<10,NA,NA,5.214,143.585,false,false
20230701,21,41024,41038,10-50,no_frecuente,casa,41,10-15,45-65,hombre,4.267,145.481,false,false
20230701,21,41049,41049,2-10,trabajo_estudio,casa,41,<10,NA,NA,28.05,131.801,false,false
20230701,21,43123,43148,10-50,no_frecuente,casa,43,>15,65-100,mujer,8.672,101.642,false,false
20230701,21,43148,43100,2-10,casa,frecuente,43,10-15,45-65,NA,2.235,13.317,false,false
20230701,21,44068_AM,44014_AM,10-50,casa,frecuente,44,10-15,25-45,hombre,12.0,302.693,false,false
20230701,21,45124,45124,0.5-2,frecuente,casa,45,<10,NA,NA,3.086,2.085,false,false
20230701,21,45157,45173,10-50,casa,no_frecuente,45,<10,NA,NA,4.486,70.038,false,false
20230701,21,45189_AM,45136,10-50,no_frecuente,casa,45,<10,NA,NA,3.122,51.062,false,false
20230701,21,46007_AM,46230,0.5-2,frecuente,casa,46,10-15,25-45,hombre,6.246,8.236,false,false
20230701,21,46102,46256,10-50,no_frecuente,casa,46,10-15,NA,NA,2.534,37.285,false,false
20230701,21,48015,48020,2-10,casa,frecuente,48,10-15,45-65,mujer,17.144,57.918,false,false
20230701,21,48029,48020,2-10,frecuente,casa,48,10-15,65-100,mujer,5.235,28.517,false,false
20230701,21,48082,48078,0.5-2,frecuente,no_frecuente,48,10-15,45-65,mujer,3.91,5.159,false,false
20230701,22,03059,03083,10-50,no_frecuente,casa,03,10-15,NA,NA,2.082,91.301,false,false
20230701,22,03065,03065,0.5-2,no_frecuente,frecuente,03,<10,25-45,hombre,38.841,51.374,false,false
20230701,22,03065,03120,10-50,frecuente,frecuente,03,<10,65-100,mujer,2.988,123.146,false,false
20230701,22,03119,03046,10-50,casa,no_frecuente,03,10-15,25-45,NA,3.761,42.646,false,false
20230701,22,03119,03119,0.5-2,casa,no_frecuente,03,10-15,25-45,NA,2.844,4.381,false,false
20230701,22,03902,30036,2-10,frecuente,casa,30,<10,0-25,mujer,13.926,61.681,false,false
20230701,22,04100,04100,2-10,no_frecuente,casa,04,<10,NA,NA,35.826,225.334,false,false
20230701,22,06015,06015,10-50,casa,no_frecuente,06,<10,0-25,NA,5.029,53.729,false,false
20230701,22,06120,06044_AM,10-50,frecuente,frecuente,06,10-15,45-65,mujer,4.237,110.18,false,false
20230701,22,07052,07032,2-10,no_frecuente,frecuente,07,10-15,25-45,mujer,4.507,18.158,false,false
20230701,22,08001,08162_AM,10-50,no_frecuente,casa,08,10-15,NA,NA,1.426,18.453,false,false
20230701,22,08019,08019,0.5-2,casa,frecuente,08,10-15,0-25,hombre,884.614,875.179,false,false
20230701,22,08073,08101,0.5-2,casa,frecuente,08,10-15,45-65,hombre,4.294,7.29,false,false
20230701,22,08073,08252,10-50,no_frecuente,no_frecuente,08,10-15,45-65,mujer,2.514,49.514,false,false
20230701,22,08096,08107,2-10,frecuente,no_frecuente,08,10-15,NA,NA,4.778,18.716,false,false
20230701,22,08096,08108,2-10,casa,no_frecuente,08,10-15,65-100,NA,2.023,6.515,false,false
20230701,22,08101,08101,0.5-2,frecuente,no_frecuente,08,>15,65-100,hombre,7.984,4.995,false,false
20230701,22,08180,08125,0.5-2,frecuente,frecuente,08,10-15,NA,NA,2.922,5.171,false,false
20230701,22,08184,08205,0.5-2,frecuente,casa,08,>15,25-45,NA,19.339,28.489,false,false
20230701,22,08187,08267,2-10,casa,frecuente,08,10-15,65-100,NA,2.348,8.048,false,false
20230701,22,08197,08264,2-10,frecuente,casa,08,>15,NA,NA,11.311,34.559,false,false
20230701,22,08208_AM,08054,2-10,casa,no_frecuente,08,>15,NA,NA,4.744,16.41,false,false
20230701,22,08260,08136,2-10,casa,frecuente,08,10-15,0-25,mujer,5.835,30.565,false,false
20230701,22,08269,08283,2-10,trabajo_estudio,casa,08,10-15,NA,NA,24.431,93.387,false,false
20230701,22,08298,08258_AM,10-50,casa,frecuente,08,10-15,65-100,hombre,2.168,28.932,false,false
20230701,22,08904,08187,0.5-2,casa,trabajo_estudio,08,10-15,65-100,NA,4.376,2.976,false,false
20230701,22,11028,11027,2-10,casa,no_frecuente,11,10-15,45-65,NA,3.093,23.806,false,false
20230701,22,12009,12009,2-10,casa,trabajo_estudio,12,10-15,NA,NA,4.269,15.872,false,false
20230701,22,14054,14054,0.5-2,casa,frecuente,14,<10,45-65,mujer,16.303,20.871,false,false
20230701,22,15013,15078,10-50,no_frecuente,casa,15,>15,45-65,mujer,3.002,32.01,false,false
20230701,22,15065,15082,2-10,trabajo_estudio,casa,15,10-15,65-100,NA,4.476,41.762,false,false
20230701,22,15075,15030,10-50,no_frecuente,no_frecuente,36,10-15,65-100,mujer,4.728,51.803,false,false
20230701,22,17148_AM,17095,10-50,frecuente,frecuente,17,10-15,NA,NA,4.621,103.39,false,false
20230701,22,17169_AM,17034,10-50,casa,no_frecuente,17,>15,NA,NA,2.263,67.121,false,false
20230701,22,18062,18905,0.5-2,no_frecuente,frecuente,13,<10,NA,NA,4.5,6.002,false,false
20230701,22,19058_AM,19130,2-10,no_frecuente,frecuente,19,10-15,45-65,hombre,6.454,28.84,false,false
20230701,22,20063,20045,2-10,frecuente,frecuente,20,>15,45-65,hombre,2.737,14.531,false,false
20230701,22,20071,20071,0.5-2,casa,frecuente,20,>15,NA,NA,145.514,140.465,false,false
20230701,22,21010,21010,0.5-2,frecuente,casa,21,<10,0-25,mujer,20.889,34.909,false,false
20230701,22,21042,21010,2-10,frecuente,frecuente,21,10-15,45-65,NA,2.589,8.938,false,false
20230701,22,22054_AM,FRI15,2-10,no_frecuente,no_frecuente,25,10-15,65-100,NA,2.26,22.322,false,false
20230701,22,22254_AM,22112_AM,10-50,trabajo_estudio,casa,22,10-15,25-45,NA,2.482,28.363,false,false
20230701,22,23072_AM,23082_AM,10-50,no_frecuente,casa,23,<10,NA,NA,4.925,78.584,false,false
20230701,22,24212_AM,24162_AM,10-50,frecuente,frecuente,24,10-15,NA,NA,2.5,43.793,false,false
20230701,22,28052,28079,10-50,no_frecuente,casa,28,10-15,45-65,hombre,17.595,578.439,false,false
20230701,22,28079,28007,10-50,casa,no_frecuente,28,10-15,0-25,mujer,18.744,214.352,false,false
20230701,22,28079,28079,2-10,frecuente,trabajo_estudio,28,10-15,25-45,mujer,130.893,627.4,false,false
20230701,22,28129,28129,0.5-2,frecuente,no_frecuente,28,10-15,NA,NA,3.214,1.807,false,false
20230701,22,28134,28006,0.5-2,frecuente,frecuente,28,10-15,NA,NA,5.189,8.82,false,false
20230701,22,28148,28005,2-10,frecuente,casa,28,10-15,45-65,mujer,37.537,191.511,false,false
20230701,22,28164,28145,2-10,casa,trabajo_estudio,28,10-15,NA,NA,3.83,26.006,false,false
20230701,22,30015,30015,0.5-2,casa,no_frecuente,30,<10,45-65,hombre,3.094,4.915,false,false
20230701,22,30029,30032,2-10,frecuente,casa,30,<10,0-25,mujer,17.808,106.721,false,false
20230701,22,30043,30022,10-50,no_frecuente,casa,30,<10,25-45,hombre,6.174,118.309,false,false
20230701,22,33024,33004,10-50,frecuente,casa,33,10-15,25-45,hombre,13.011,213.374,false,false
20230701,22,35016,35002,10-50,no_frecuente,frecuente,35,<10,45-65,NA,2.987,63.812,false,false
20230701,22,36017,36056,2-10,frecuente,casa,36,10-15,NA,NA,18.882,125.217,false,false
20230701,22,36055,36055,2-10,frecuente,casa,36,<10,25-45,hombre,15.115,70.854,false,false
20230701,22,36057,36057,0.5-2,no_frecuente,no_frecuente,15,>15,45-65,hombre,16.05,16.914,false,false
20230701,22,38001,38020,10-50,no_frecuente,casa,38,10-15,45-65,mujer,3.423,144.592,false,false
20230701,22,39018,39076,2-10,casa,trabajo_estudio,39,10-15,NA,NA,6.584,36.477,false,false
20230701,22,41038,41004,2-10,casa,frecuente,41,10-15,0-25,mujer,32.994,139.298,false,false
20230701,22,41051,41087,2-10,frecuente,frecuente,21,<10,0-25,NA,5.375,41.315,false,false
20230701,22,41065_AM,41065_AM,2-10,frecuente,casa,41,<10,45-65,hombre,5.125,35.108,false,false
20230701,22,41075,41075,0.5-2,frecuente,frecuente,41,10-15,25-45,NA,2.69,1.511,false,false
20230701,22,41081,41089,10-50,frecuente,no_frecuente,41,<10,NA,NA,2.181,23.666,false,false
20230701,22,42095,42095,2-10,frecuente,casa,42,10-15,NA,NA,2.381,6.729,false,false
20230701,22,43092,43092,0.5-2,no_frecuente,no_frecuente,25,10-15,65-100,NA,1.501,2.954,false,false
20230701,22,43905,43905,2-10,casa,frecuente,43,10-15,45-65,hombre,15.984,42.17,false,false
20230701,22,46035,03048,>50,no_frecuente,no_frecuente,46,>15,0-25,mujer,5.823,440.458,false,false
20230701,22,46178,46177_AM,2-10,frecuente,casa,46,10-15,NA,NA,6.553,44.218,false,false
20230701,22,46190,46250,2-10,trabajo_estudio,frecuente,46,10-15,65-100,hombre,2.143,9.264,false,false
20230701,22,46202,46116,0.5-2,casa,no_frecuente,46,10-15,25-45,mujer,3.41,6.594,false,false
20230701,23,02081,02081,0.5-2,frecuente,no_frecuente,02,10-15,0-25,hombre,5.27,7.443,false,false
20230701,23,03050,03050,0.5-2,frecuente,casa,03,10-15,0-25,mujer,12.734,13.333,false,false
20230701,23,03079,03053,10-50,casa,trabajo_estudio,03,10-15,NA,NA,3.212,45.754,false,false
20230701,23,07048,07026,2-10,no_frecuente,frecuente,07,10-15,0-25,hombre,5.581,15.192,false,false
20230701,23,08073,08019,2-10,trabajo_estudio,casa,08,>15,25-45,hombre,3.125,26.953,false,false
20230701,23,08073,08077,0.5-2,frecuente,casa,08,10-15,65-100,mujer,14.688,23.221,false,false
20230701,23,09059,09059,2-10,frecuente,casa,09,>15,25-45,hombre,67.12,229.835,false,false
20230701,23,11027,11027,2-10,no_frecuente,no_frecuente,11,<10,45-65,mujer,6.66,22.336,false,false
20230701,23,14021,14021,2-10,frecuente,frecuente,18,10-15,45-65,mujer,3.032,6.815,false,false
20230701,23,14021,14021,2-10,frecuente,trabajo_estudio,14,10-15,45-65,mujer,23.391,114.305,false,false
20230701,23,14043_AM,14043_AM,0.5-2,casa,frecuente,14,<10,0-25,hombre,11.956,17.574,false,false
20230701,23,17066,17066,2-10,casa,frecuente,17,10-15,NA,NA,40.818,107.527,false,false
20230701,23,26042_AM,26042_AM,2-10,frecuente,casa,26,10-15,NA,NA,70.302,362.457,false,false
20230701,23,28013,28013,0.5-2,trabajo_estudio,casa,28,10-15,0-25,NA,6.934,11.075,false,false
20230701,23,28079,28079,0.5-2,no_frecuente,no_frecuente,37,10-15,45-65,mujer,26.096,34.12,false,false
20230701,23,28084,28079,10-50,no_frecuente,casa,28,>15,25-45,mujer,5.331,84.928,false,false
20230701,23,30016,30016,2-10,frecuente,no_frecuente,03,10-15,NA,NA,1.776,7.86,false,false
20230701,23,30024,30024,10-50,trabajo_estudio,frecuente,30,<10,0-25,hombre,6.84,109.627,false,false
20230701,23,30036,03902,2-10,casa,trabajo_estudio,30,<10,45-65,hombre,1.513,4.172,false,false
20230701,23,32032,32007_AM,2-10,frecuente,casa,32,10-15,65-100,mujer,11.034,106.252,false,false
20230701,23,35019,35019,2-10,no_frecuente,casa,35,<10,25-45,NA,3.772,26.601,false,false
20230701,23,36033,36045,2-10,casa,no_frecuente,36,10-15,NA,NA,5.376,39.793,false,false
20230701,23,39006_AM,39047,2-10,frecuente,casa,39,10-15,NA,NA,23.923,67.852,false,false
20230701,23,39020,39009_AM,10-50,no_frecuente,casa,39,10-15,NA,NA,5.919,130.45,false,false
20230701,23,39052,39073,2-10,frecuente,frecuente,39,10-15,0-25,hombre,7.496,19.176,false,false
20230701,23,43148,08205,>50,no_frecuente,casa,08,>15,45-65,hombre,3.434,272.327,false,false
20230701,23,43901,43136,10-50,trabajo_estudio,casa,43,10-15,NA,NA,4.716,70.472,false,false
20230701,23,45165,45165,0.5-2,frecuente,frecuente,45,10-15,45-65,hombre,2.536,3.537,false,false
20230701,23,46109,46111,2-10,frecuente,casa,46,10-15,NA,NA,68.615,300.644,false,false
20230701,23,46159,46214_AM,2-10,frecuente,trabajo_estudio,46,>15,65-100,hombre,2.257,6.136,false,false
20230701,23,48001_AM,48027,2-10,frecuente,casa,48,10-15,NA,NA,2.553,6.75,false,false
20230701,23,48040_AM,48069,2-10,frecuente,frecuente,48,>15,NA,NA,5.022,20.272,false,false
20230701,23,50153_AM,50160,10-50,trabajo_estudio,casa,50,10-15,NA,NA,3.9,49.709,false,false
20230701,23,50297,50297,0.5-2,casa,trabajo_estudio,50,>15,0-25,mujer,10.39,13.586,false,false
20230701,23,50297,50297,2-10,frecuente,frecuente,50,10-15,25-45,mujer,98.504,374.298,false,false
